domain,keyword_combinations,predefined_title,predefined_answer,severity_tier,action_url
mental_health,i feel completely exhausted tired and drained from chronic burnout and fatigue or everything is spinning and i feel completely detached from my physical body or having an acute panic attack and my heart is racing so fast it scares me,Somatic Hyper-Arousal Mitigation (Ref: P-2096),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,misunderstanding with a friend has created a massive emotional distance between us or the loneliness is driving me to a complete breakdown and i feel totally abandoned or dealing with extreme family friction and my parents are constantly judging me,Communication Disconnection Reframe (Ref: P-2097),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",2,https://university.edu/support/relationships
psychology,i am stressed about failing this final presentation and viva tomorrow or i feel super anxious and overwhelmed by my poor grades and low gpa or i cannot focus on my studies because i feel like an academic imposter who will fail,Acute Academic Burnout Collapse (Ref: P-2098),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",1,https://university.edu/support/psychology
mental_health,i feel completely numb isolated from everyone and i keep crying for no reason or my chest is tight and i am hyperventilating shaking and panicking right now or brain fog is making it impossible to stay awake and i have zero energy left,Chronic Burnout Energy Balancing (Ref: P-2099),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,the loneliness is driving me to a complete breakdown and i feel totally abandoned or dealing with extreme family friction and my parents are constantly judging me or had a massive toxic fight and argument with my boyfriend and he is ghosting me,Relational Attachment Anxiety Management (Ref: P-2100),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",2,https://university.edu/support/relationships
psychology,i feel like i am about to collapse from academic stress or this massive assignment deadline is giving me severe test anxiety and task paralysis or i am having a complete nervous breakdown over school work,Acute Academic Burnout Collapse (Ref: P-2101),"-> Clinical Insight: Perceived academic failure activates catastrophic thinking loops regarding long-term career viability.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",2,https://university.edu/support/psychology
mental_health,i feel completely exhausted tired and drained from chronic burnout and fatigue or having an acute panic attack and my heart is racing so fast it scares me or i am having a severe nervous breakdown and mental collapse right now,Acute Panic Attack Somatic Override (Ref: P-2102),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,had a massive toxic fight and argument with my boyfriend and he is ghosting me or i am feeling left out ghosted and rejected by someone i deeply care about or dealing with extreme family friction and my parents are constantly judging me,Communication Disconnection Reframe (Ref: P-2103),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",1,https://university.edu/support/relationships
psychology,i am completely panicking about my upcoming midterm exam or i cannot focus on my studies because i feel like an academic imposter who will fail or i feel super anxious and overwhelmed by my poor grades and low gpa,Performance Anxiety Regulation (Ref: P-2104),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,i am at my absolute breaking point and feel like i am losing my mind or i feel completely numb isolated from everyone and i keep crying for no reason or i am having a severe nervous breakdown and mental collapse right now,Somatic Hyper-Arousal Mitigation (Ref: P-2105),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
